PC1,PC2
-0.04600929359580436,-1.7414048753499372
1.0144795921147791,2.2880367920768334
0.3630400407493512,-0.6130676223301421
1.103665259964043,-1.7567771797020466
0.058737067514594676,2.12089966347573
1.3069506222829315,-0.4139574097128173
-0.24676644830223998,1.911203666180596
1.2291733949775403,2.0071847959255873
3.547629595341198,0.1655861196781496
4.479035626088325,0.2559637600514391
4.006414770133158,0.13396529358845918
4.937820800880283,0.22434293396174873
-0.07482413786735097,1.8802115623375513
1.4871598916574638,-0.6370343855618389
-0.4565058235262805,-1.748102095425187
0.8285332659231894,2.302237270537655
-0.386737828374697,2.0859460966305643
0.8479440311830881,-1.7697555529102298
-0.03396054285710484,-0.6629299777020224
0.9511304617769039,2.3157059758077256
0.6443901822472525,-0.6040707385128801
1.3793807323156602,-0.8509698392737917
3.5447121990721304,0.1553068174851285
4.476118229819257,0.24568445785841792
4.014000000426432,0.16069147926811075
4.945406031173558,0.2510691196414001
-0.47911847319611006,-2.1211956116099575
0.7665183564160287,1.9720808741481306
-0.43778964762848777,-0.6279763866278061
0.8721338827683237,-1.7185053903375818
0.27995583588206585,-0.447976627098073
1.4767932520080553,-0.5637380480198554
-0.7047281228456443,2.1775190147432952
1.6122556646593111,-0.23758669934030652
-0.46980699569005985,-1.994284499937913
0.9704128554678304,1.945594184097407
3.5557983048861854,0.19436816578900426
4.4872043356333124,0.28474580616229395
4.01808435521643,0.17508250238521386
4.949490385963556,0.26546014275850344
-0.6010779192424083,-0.9704493100397549
0.7261075703673754,1.9212714906176116
-0.6689926090770191,2.2452152624864854
0.8381770546856072,-0.49666586153112796
-0.03689327577380923,-0.5136656384896022
0.8944079759941307,2.225610915994145
0.23475442605717844,-0.3574867273162056
1.0325716611977822,-0.37362281152226073
-0.3768904761268628,1.143798956765032
1.7342755882792773,-0.4981314180843456
3.5598826596761834,0.20875918890610734
4.4912886904233105,0.2991368292793971
4.006414770145411,0.13396529363163226
4.937820800892537,0.2243429340049218
0.1415725802281751,-0.673528216969094
0.8432668028664675,1.8975665104155708
-0.9775993043712163,-1.6931148479447353
1.4860061318062885,-0.24284681729544705
-0.8425326807732365,2.0712156992550956
0.6972431170061346,-1.766451421801018
-0.867506776513651,2.146245431132032
0.6435093363008191,2.2798936135777947
-0.706006029509577,-2.038448249037003
0.8038265039271899,1.9509495838828201
3.5051245346881754,0.1618844622844415
4.436530565435302,0.2522621026577309
3.965660147240525,0.13643121750686318
4.897066177987652,0.22680885788015273
-0.6121784414990846,-0.8704169506297141
0.8419348276920514,-0.9771818983467593
-1.0488929061358678,2.1740779130460135
0.8105363068806422,-0.41356220908378555
-1.0737282157728603,-1.8974874394141394
0.5399119190261666,2.183233203474184
0.13950203368267333,-0.3715522510079967
0.4437079465639657,2.2708695534929437
-0.784991454073926,1.7681986768933697
1.1800017830334282,-0.778713575049927
3.503957576179498,0.15777274140353256
4.435363606926625,0.24815038177682192
4.199624519321226,0.25811018670207153
5.131030550068352,0.34848782707536136
3.708289551814244,-0.025266608075405733
4.639695582561371,0.06511103229788374
3.691563690192619,0.2974932963945379
4.622969720939746,0.3878709367678276
3.4709795326195243,0.1314961236312441
4.402385563366652,0.22187376400453365
